"";"dateheure";"h13d";"h110d";"hmaxd";"hrmsd";"h2percentd";"th13d";"th110d";"tavd";"thmaxd";"tmaxd";"etamax";"etamin";"sz13d";"szmaxd";"tszmaxd";"skew";"kurt";"rhh";"tp";"t02";"te";"eps2";"kapa";"thetap";"thetam";"sigmap";"sigmam";"nbsys";"hm0_s1";"tp_s1";"t02_s1";"te_s1";"eps2_s1";"kapa_s1";"thetap_s1";"thetam_s1";"sigmap_s1";"sigmam_s1";"hm0_s2";"tp_s2";"t02_s2";"te_s2";"eps2_s2";"kapa_s2";"thetap_s2";"thetam_s2";"sigmap_s2";"sigmam_s2";"hm0_s3";"tp_s3";"t02_s3";"te_s3";"eps2_s3";"kapa_s3";"thetap_s3";"thetam_s3";"sigmap_s3";"sigmam_s3";"hm0_s4";"tp_s4";"t02_s4";"te_s4";"eps2_s4";"kapa_s4";"thetap_s4";"thetam_s4";"sigmap_s4";"sigmam_s4"
"1";2016-10-04 14:00:00;1,02;1,31;1,88;0,72;1,46;8;10;5,5;10;13,9;1,12;0,87;0,045;0,254;0,9;0,059;3,009;0,26;10,9;5,4;8,6;0,62;0,6;262,4;235,8;23;30,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2";2016-10-04 21:30:00;1,04;1,27;1,81;0,71;1,38;9,9;10,8;6,6;10,9;13,8;0,88;1,02;0,033;0,121;0,9;-0,012;2,883;0,32;10,9;6,6;9,8;0,65;0,49;265,6;254,9;21;24,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
